sku,msku,panels,Status,Stauts,,image,,,,,
FC-Shooky-Cooky-2-FBA,CSTE_O0431_OT_Soft_Keychain_Shooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Shooky-Koya-2-FBA,CSTE_O0431_OT_Soft_Keychain_Shooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-BT21-COOKY-1-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Cooky-Koya-2-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Cooky-RJ-2-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Koya -Cooky-RJ-3-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Koya -Cooky-Shooky-3-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Koya-Cooky-2-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CA-MANG-COOKY-FBA,CSTE_O0433_OT_Soft_Keychain_Cooky,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Mang-RJ-2-FBA,CSTE_O0434_OT_Soft_Keychain_Rj,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Mang-RJ-Cooky-3-FBA,CSTE_O0434_OT_Soft_Keychain_Rj,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-Mang-RJ-Koya-3-FBA,CSTE_O0434_OT_Soft_Keychain_Rj,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
soft_toy_duck,CSTE_O0437_OT_Duck_Soft_toy,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/403528763/novso.webp?width=256,,,,
Duck Plushie,CSTE_O0437_OT_Duck_Soft_toy,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/403553851/f8kf2.webp?width=256,,,,
Rabbit Bag brown .,CSTE_O0439_OT_Bunny_Sling_Bag,CSTE FK,Active,Active Listing,,#REF!,,,,,
Spin_Wheel_Wood,CSTE_O0441_OT_Spining_Wheel_Wooden,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Combo_Spin_wheel_Heart_MB,CSTE_O0441_OT_Spining_Wheel_Wooden,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_O0442_OT_Squeeze_White,CSTE_O0442_OT_Squeeze_White,CSTE AMAZON,Active,,,#REF!,https://m.media-amazon.com/images/I/31MaRVhbhvL.jpg,,,,
squeeze_toy_3,"CSTE_O0442_OT_Squeeze_White
CSTE_O0443_OT_Squeeze_Yellow
CSTE_O0444_OT_Squeeze_Purple",CSTE FK,Active,Combo,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/g/q/o/flufies-squishy-toys-stress-relief-toys-squishy-ball-for-kids-8-original-imah82rz7jgwfeak.jpeg,,,,
squeeze_toy_3,"CSTE_O0442_OT_Squeeze_White
CSTE_O0443_OT_Squeeze_Yellow
CSTE_O0444_OT_Squeeze_Purple",CSTE MEESHO,Active,Combo,,#REF!,,,,,
squeeze_toy_3,"CSTE_O0442_OT_Squeeze_White
CSTE_O0443_OT_Squeeze_Yellow
CSTE_O0444_OT_Squeeze_Purple",Rudrav Meesho,Active,Combo,,#REF!,,,,,
CSTE_O0443_OT_Squeeze_Yellow,CSTE_O0443_OT_Squeeze_Yellow,CSTE AMAZON,Active,,,#REF!,https://m.media-amazon.com/images/I/41LJucjUyPL.jpg,,,,
CSTE_O0444_OT_Squeeze_Purple,CSTE_O0444_OT_Squeeze_Purple,CSTE AMAZON,Active,,,#REF!,https://m.media-amazon.com/images/I/41ue5cPSo3L.jpg,,,,
CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE AMAZON,Active,,,#REF!,https://m.media-amazon.com/images/I/71KfpzFw7QL.jpg,,,,
CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/u/9/c/flufies-squishy-toys-stress-relief-toys-squishy-ball-for-kids-20-original-imah8czhmgvxn5jm.jpeg,,,,
CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/477738190/whyhr.webp?width=256,,,,
CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,CSTE_O0445_OT_Glue_Sand_Rubber_Monkey,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/478252227/qji82.webp?width=256,,,,
CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE AMAZON,Active,,,#REF!,https://m.media-amazon.com/images/I/71XQDA4CIvL.jpg,,,,
CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/4/w/y/flufies-squishy-toys-stress-relief-toys-squishy-ball-for-kids-20-original-imah8czkyfgzfy3x.jpeg,,,,
CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/477738189/0xmav.webp?width=256,,,,
CSTE_O0446_OT_Glue_Sand_Rubber_Pig,CSTE_O0446_OT_Glue_Sand_Rubber_Pig,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/478252226/fbqzm.webp?width=256,,,,
ST-Chimmy-pink,CSTE-0007-ST-BTS-PILLOW-COOKY,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/61qaRQ4dDNL.jpg,,,,
D_MASK_BOSS_1,D_MASK_BOSS,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
DONUTMUG_fba,DONUTMUG,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Duck_Keychain_Flower_Duck,Duck_Keychain_Flower_Duck,CSTE FK,Active,Combo,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/s/l/b/flufies-duck-plush-and-keychain-backpack-and-camera-keychain-bag-original-imah6zhghhsbgzzk.jpeg,,,,
Dumbledore_Stand,Dumbledore_Stand,CSTE FK,Active,Combo,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/outdoor-toy/a/n/s/dumbledore-wand-magic-wands-with-premium-wand-stand-gifts-toys-original-imah25d9pubyhhcf.jpeg,,,,
Green_fireglasses,EB-EHLW-VWNB,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
SG-fireglass-green-FBA,EB-EHLW-VWNB,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
happyface_groot_fba,fba_grootpenstand1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
plantablepencildiaryandpenpink,fba_plntabl_diary_pncl2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
plantablepenpencildiary,Fba_plntble_diary_pncl1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
fba_plant_diary_pncl,Fba_plntble_diary_pncl1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
stuffed_red_pink,FBA_redpink_,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FBA-Skyblue-pink_1,fba_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
skybluepinkfba1,fba_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FC-RJ-Cooky-2-FBA,FC-Tata-Mang-2-FBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Flow Portable Oxygen Concentrator for Home Use,Flow Portable Oxygen Concentrator for Home Use,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/ky3b0y80/oxygen-concentrator/o/d/4/concentrator-fusked-original-imagaegfy5vjsywc.jpeg,,,,
Flower_Pot2,Flower Pot 3,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
fba_ethio_groot,Flower_Pot|,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
groot_happyface_pnstnd,Flowerpot Cum Pen-Stand,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Fur_Mat_Combo_White,Fur_MatCombo_White_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Fur_Rug_Round_OrW_24x24_fba1,Fur_Rug_Round_OrW_24x24_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
small ganesga,ganeshji_gold_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Goku_Keychain_fba,Goku_Keychain,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
solarganeshaWalldecor_fba,goldenganeshaHome,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Sunglass_fba,green_heart_dropglasses_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Gulal_Fog_Set,Gulal_Fog_Set,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/holi-color/r/d/g/0-2-holi-gulaal-and-smoke-fogg-combo-natural-organic-colors-original-imagyztxexf8qb8n.jpeg,,,,
Gulal_Fog_Set,Gulal_Fog_Set,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/holi-color/g/i/p/0-2-holi-gulaal-and-smoke-fogg-combo-natural-organic-colors-original-imagyteddctkcq89.jpeg,,,,
HB_PINK_FBA,GX-KP0V-XB75,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
hammertoy,hammertoyFBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
LY-XPZC-MB48,happy_birthday_white,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
onehandonchin_new_toyf,happyface_penstandgroot,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Harry_stand,Harry_stand,CSTE FK,Active,Combo,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/outdoor-toy/h/t/i/harry-potter-wand-magic-wands-with-premium-wand-stand-gifts-toys-original-imah25d9hq9ysnea.jpeg,,,,
HP_LIGHT_BLUE,harrypotter_blue,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ayhpBrown,harrypotter_brown2_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
harry_potter_music_wooden_box,Harrypotter_musicbox,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Harrypotter_new_wand,Harrypotter_new_wand_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Happy Birthday black,hbd_black_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
1U-K1DJ-GTE4,hbd_white_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Red_Heart_Mat,Heart_Fur_Mat_Red_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
pengroot_hh,hearthand_penstant_groot,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
hearthands_new_penstand,hearthand_penstant_groot,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
pengroot_hh1,hearthand_penstant_groot,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Hermoine_stand,Hermoine_Stand,CSTE FK,Active,Combo,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/outdoor-toy/a/y/k/hermoine-wand-magic-wands-with-premium-wand-stand-gifts-toys-original-imah25d9agypruh4.jpeg,,,,
HOC_A9_MB_MH,HOC_A9_MB_MH,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/music-box/a/a/k/4-amazing-wooden-hand-cranked-collectible-engraved-money-heist-original-imah4d9rgyebdgch.jpeg,,,,
HOC_Bella_Ciao_MH_Black,HOC_Bella_Ciao_MH_Black,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/music-box/s/m/d/4-bella-ciao-mh-black-antique-engraved-wooden-musical-box-gifts-original-imah4d9rmvymnffy.jpeg,,,,
HOC_CSTE_0073_MB_ILoveToTheMoon_Black,HOC_CSTE_0073_MB_ILoveToTheMoon_Black,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/music-box/u/g/g/4-i-love-you-to-the-moon-handcrank-wooden-music-box-perfect-gift-original-imah4d9rppdbfgvz.jpeg,,,,
HOC_MB_Queen_Black,HOC_MB_Queen_Black,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/music-box/g/x/d/4-antique-carved-wooden-hand-crank-queen-music-box-play-bohemian-original-imah4d9rvu3dycxh.jpeg,,,,
HOC_MH A14 Brown MB,HOC_MH A14 Brown MB,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/music-box/w/y/l/4-money-hiest-brown-hand-cranked-gifting-spl-houseofcommon-5-original-imah4d9rfhgdgtss.jpeg,,,,
Holi_Combo,Holi_Combo,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/holi-festival-combo/k/a/g/no-color-balloon-happy-holi-combo-of-t-shirt-small-colour-smoke-original-imagyr83aehsfqpq.jpeg,,,,
Holi_Shirt_Medium,Holi_Shirt_Medium,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
Holi_tshirt_2XL,Holi_tshirt_2XL,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
Holi_Tshirt_2XL,Holi_tshirt_2XL,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
holi_tshirt_large,holi_tshirt_large,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
Holi_Tshirt_Large,holi_tshirt_large,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
Holi_Tshirt_M,Holi_Tshirt_M,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
holi_tshirt_XL,Holi_Tshirt_XL,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
Holi_Tshirt_XL,Holi_Tshirt_XL,CSTE FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/t-shirt/c/n/x/free-haapy-holi-rudrav-original-imagyr7hfy7knnhh.jpeg,,,,
IronmanSoundtoy,ironman_with_shockpen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
MB_Lord_of_the_Ring_Brown_fba,Kids Children (Brown),CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
KittyCat_BlueMPN,Kittycat_Blue_fba1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Yellow_fireglasses,KJ-TQFP-S5SX,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
SG-fire-glass-Yellow-FBA,KJ-TQFP-S5SX,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
YA-2D9E-8D0V,KOya_Multipen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Lilo_Stitch_Breathing_Stitch,Lilo_Stitch_Breathing_Stitch,CSTE FK,Active,Combo,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/f/q/e/flufies-stitch-plush-and-breathing-stitch-with-realistic-original-imah6yvgzvttn7pd.jpeg,,,,
oxygen_con3,map_concentrator,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
beatles_blk_map,Map_HAPPY-BIRTHDAY-BLACK,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Q1-WHZM-S05V,MAP_HBD_Multicolor,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
eitheo_HBD,MAP_HBD_Multicolor,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
etheo_HBD,MAP_HBD_Multicolor,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
MB_Jurassic_Black,MB_Jurassic_Black_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
MB_Spirited_Away_Black,MB_Spirited_Away_Black_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
mb_zelda_black,mb_zelda_black_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
mb_zelda_brown_fba,mb_zelda_brown,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
MB-Beatles music box-brown,MB-Beatles music box-brown-fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
MB-Dragon ballz-red,MB-Dragon ballz-red_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
MB-Harry Potter-Light brown_fba,MB-Harry Potter-Light brown,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Minecraft_Small_Sword_Steve,Minecraft_Small_Sword_Steve,CSTE AMAZON,Active,Combo,,#REF!,https://m.media-amazon.com/images/I/713KNX+q9UL.jpg,,,,
Minecraft_Small_Sword_Steve,Minecraft_Small_Sword_Steve,Rudrav Meesho,Active,Combo,,#REF!,https://images.meesho.com/images/products/462139958/unbox.webp?width=256,,,,
Minecraft_Spider_Creeper,Minecraft_Spider_Creeper,CSTE AMAZON,Active,Combo,,#REF!,https://m.media-amazon.com/images/I/71G9+g9lhyL.jpg,,,,
MB_Sunshine_Son_Brown_fba,Music_Box-Colour-Brown,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Z2-NI8F-MY5X,Newglass-10,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
OCTOPUS-10,oct_purp_green,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Combo-Octo,oct_purp_green,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_bluepurple3,octo_bluepurple1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Blue-Purple,octo_bluepurple1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_bluepurple2,octo_bluepurple1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Blue-Purple-FBA,octo_bluepurple1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Blue-Orange-FBA,octo_darkblueorange,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Dark-Blue-Pink,octo_darkbluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkbluepink,octo_darkbluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkbluepink3,octo_darkbluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkbluepink3_fba,octo_darkbluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkbluepink2,octo_darkbluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Dark-Blue-Pink-FBA,octo_darkbluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Purple-Green,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Purple-Green-FBA,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_purplegreen4,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_purplegreen5_fba,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_purplegreen3,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_purplegreen1,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_purplegreen5,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_purplegreen2,octo_purplegreen,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redpink1,octo_redpink2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redpink3,octo_redpink2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Red-Pink-FBA,octo_redpink2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Red-Pink,octo_redpink2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redpink,octo_redpink2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redpink3_fba,octo_redpink2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Dark-Red-Yellow,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkredyellow1,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkredyellow2,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redyellow,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redyellow3,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_redyellow1,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkredyellow2_fba,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_darkredyellow,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-Dark-Red-Yellow-FBA,octo_redyellow2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_skybluepink2,octo_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_skybluepink,octo_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_skybluepink3,octo_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_skybluepink4,octo_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Octopus-sky-Blue-Pink-FBA,octo_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
octo_skybluepink5_fba,octo_skybluepink1,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
FBA_oct_multi,Octopus_multicolor_,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
JM-9CZ6-RD98,OCTOPUS-14,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
YT-1IRG-1G1W,OCTOPUS-3,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
8T-CNTO-VK4Z,OCTOPUS-8,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
OCTOPUS-4,OE-68V5-G8VU,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
V1-A3QC-QVFF,OM-J107-T9PJ,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
OCTOPUS-6,OM-J107-T9PJ,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
orange_fur_mat_fba,orange_fur_mat,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Peach_Round_Mat,Peach_Fur_Mat_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
NH-L6ZI-3JCO,Peach_starglass_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
BG-TQ3M-ZGNR,Peach_starglass_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Peach_starglass,Peach_starglass_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Wooden Look PVC Marvel Avengers,penholdr_groot,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
PIANO-001,PIANO-001,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Pink_cat_eyeglasses_metal,Pink_cat_eyeglasses_metal_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
purple_bat_glasses,purple_bat_glasses_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
purple_big_shadedgold_glasses,purple_big_shadedgold_glasses_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
purple_rectangle_glasses,purple_rectangle_glasses_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Red_Fur_Mat_fba,red circle furmat,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Red_Drop_eyeglasses_fba,Red_Drop_eyeglasses,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
red_feathers_glasses,red_feathers_glasses_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Red_heart_Sunglass_fba,Red_heart_Sunglass,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Red_Fur_Mat,Red_Round_Mat_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Reversible_Pikachu_fba,Reversible_Pikachu_1fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Mercurygreen_fireglasses,Rimless-Listing,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
XB-80RC-72JC,Rugmat-New2,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Blue_fireglasses,SG-fire glass-Blue-FBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Mercury_red_fireglasses,SG-fireglasses-mercury-red,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
SG-fireglasses-sky-blue,Sky_blue_fireglasses,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
IT-PYQ0-S8YE,skyblue_cat_FBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-Koya-bts-blue,Soft Toys_Koya-FBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
solarganeshaWalldecor_fba1,solarganeshaWalldecor,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Spin_Wheel_Wood_fba,Spin_Wheel_Wood,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Square_FurMat_Red,Square_FurMat_Red_fba,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-BTS-chimmy-cooky-koya-rj-FBA,ST-BTS-chimmy-cooky-koya-rj,CSTE AMAZON,Active,Combo,,#REF!,https://m.media-amazon.com/images/I/61BPJPZKliL.jpg,,,,
ST-BTS-chimmy-cooky-koya-Shooky,ST-BTS-chimmy-cooky-koya-Shooky-FBA,CSTE AMAZON,Active,Combo,,#REF!,https://m.media-amazon.com/images/I/7135Hwjh66L.jpg,,,,
ST-BTS-chimmy-cooky-koya-tata,ST-BTS-chimmy-cooky-koya-tata-FBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
ST-BTS-chimmy-cooky-koya-van-FBA,ST-BTS-chimmy-cooky-koya-van,CSTE AMAZON,Active,Combo,,#REF!,https://m.media-amazon.com/images/I/61CDO1YskZL.jpg,,,,
ST-BTS-Chimmy-RJ,ST-BTS-Chimmy-RJ-FBA,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
